order_id,customer_id,order_date,subtotal,discount,tax,shipping,total,payment_method,payment_terms,order_status,shipping_address,shipping_city,shipping_state,shipping_zip,sales_channel,sales_rep
ORD100032,CUST10346,2023-07-27,39652,0,3172.16,0,42824.16,Purchase Order,50/50,Cancelled,5480 Business Blvd,Portland,MA,79855,Direct Sales,Chris Patel
ORD100033,CUST10280,2024-10-30,46175,0,3694.0,0,49869.0,Purchase Order,50/50,Completed,4354 Manufacturing Way,Austin,MN,50857,Phone,Chris Patel
ORD100034,CUST10338,2024-12-19,102891,10289,8231.28,0,100833.28,Purchase Order,Financing 24mo,Shipped,9714 Tech Way,Boston,CO,32509,Phone,Chris Patel
ORD100035,CUST10240,2024-05-31,164509,16450,13160.72,0,161219.72,Wire Transfer,Net 30,In Production,1752 Industrial Blvd,Portland,CO,29182,Direct Sales,David Martinez
ORD100036,CUST10029,2024-04-20,153334,15333,12266.72,0,150267.72,Credit Card,50/50,Shipped,8360 Commerce Blvd,Boston,OR,39487,Direct Sales,Jessica Martinez
ORD100037,CUST10400,2024-08-13,48342,0,3867.36,0,52209.36,Purchase Order,Financing 24mo,Completed,1538 Manufacturing Parkway,Austin,OR,81007,Direct Sales,Chris Patel
ORD100038,CUST10163,2023-12-03,116133,5806,9290.64,0,119617.64,Purchase Order,Financing 24mo,Shipped,8131 Commerce Dr,Portland,MI,14634,Phone,David Martinez
ORD100039,CUST10258,2024-05-22,52708,2635,4216.64,0,54289.64,Credit Card,Net 60,Completed,7013 Industrial Way,Chicago,MN,35415,Partner,David Martinez
ORD100040,CUST10405,2023-12-24,121934,12193,9754.72,0,119495.72,Financing,Net 60,Completed,4691 Tech Blvd,Chicago,IL,66747,Phone,David Martinez
ORD100041,CUST10075,2023-08-13,51924,2596,4153.92,0,53481.92,Financing,Prepaid,Cancelled,3477 Manufacturing Parkway,Chicago,CO,65780,Direct Sales,David Martinez
ORD100042,CUST10220,2023-05-02,105219,10521,8417.52,0,103115.52,Wire Transfer,Financing 24mo,Completed,7856 Industrial Dr,Portland,OR,84236,Online,David Martinez
ORD100043,CUST10485,2024-09-09,84431,8443,6754.48,0,82742.48,Wire Transfer,Prepaid,Shipped,9041 Business Blvd,Chicago,CO,54039,Direct Sales,David Martinez
ORD100044,CUST10107,2023-11-29,53003,2650,4240.24,0,54593.24,Wire Transfer,Net 30,Completed,8005 Business Dr,Austin,TX,79528,Direct Sales,Chris Patel
ORD100045,CUST10070,2024-06-14,9596,0,767.68,334,10697.68,Credit Card,Prepaid,Cancelled,6239 Manufacturing Dr,Seattle,OR,15439,Online,Jessica Martinez
ORD100046,CUST10053,2024-02-18,41044,0,3283.52,0,44327.52,Financing,Prepaid,Completed,2170 Business Dr,Detroit,WA,60143,Phone,Chris Patel
ORD100047,CUST10166,2023-09-01,49720,0,3977.6,0,53697.6,Purchase Order,50/50,Completed,9735 Tech Way,Chicago,MN,40110,Direct Sales,Jessica Martinez
ORD100048,CUST10489,2024-01-10,2585,0,206.8,350,3141.8,Financing,Financing 24mo,Shipped,3780 Manufacturing Parkway,Seattle,CO,37481,Direct Sales,David Martinez
ORD100049,CUST10164,2024-02-17,148739,14873,11899.12,0,145765.12,Credit Card,50/50,Completed,6121 Commerce Dr,Minneapolis,IL,73636,Phone,David Martinez
ORD100050,CUST10443,2024-08-21,93149,4657,7451.92,0,95943.92,Credit Card,Financing 24mo,Completed,8226 Commerce Blvd,Portland,MI,34984,Direct Sales,Chris Patel
ORD100051,CUST10483,2024-01-01,182492,9124,14599.36,0,187967.36,Financing,Financing 24mo,Completed,7507 Manufacturing Dr,Boston,IL,40408,Direct Sales,Chris Patel
ORD100052,CUST10189,2023-10-30,55198,5519,4415.84,0,54094.84,Purchase Order,Net 30,Completed,7268 Business Way,Seattle,CO,77108,Partner,David Martinez
ORD100053,CUST10291,2024-07-24,103087,5154,8246.96,0,106179.95999999999,Purchase Order,Net 60,Shipped,4639 Manufacturing Blvd,Chicago,MN,54026,Direct Sales,Chris Patel
ORD100054,CUST10291,2023-10-19,135762,13576,10860.96,0,133046.96,Purchase Order,Prepaid,Completed,4639 Manufacturing Blvd,Chicago,MN,54026,Direct Sales,Chris Patel
ORD100055,CUST10107,2024-04-30,59800,5980,4784.0,0,58604.0,Financing,Net 60,Cancelled,8005 Business Dr,Austin,TX,79528,Online,Chris Patel
ORD100056,CUST10498,2024-08-26,70891,7089,5671.28,0,69473.28,Credit Card,Net 30,Completed,3816 Commerce Dr,Portland,TX,32125,Phone,David Martinez
ORD100057,CUST10126,2023-05-25,38904,0,3112.32,0,42016.32,Credit Card,Net 60,Completed,570 Commerce Dr,Chicago,MA,86841,Direct Sales,Jessica Martinez
ORD100058,CUST10034,2024-07-11,34001,0,2720.08,0,36721.08,Purchase Order,Net 30,Shipped,3570 Commerce Way,Seattle,OR,55812,Direct Sales,Jessica Martinez
ORD100059,CUST10206,2023-05-16,110415,5520,8833.2,0,113728.2,Financing,50/50,Completed,3357 Business Parkway,Denver,MA,44718,Direct Sales,Chris Patel
ORD100060,CUST10333,2023-04-30,61153,3057,4892.24,0,62988.24,Wire Transfer,Net 30,Completed,3340 Industrial Way,Minneapolis,MI,74103,Partner,Jessica Martinez
ORD100061,CUST10295,2024-07-29,17656,0,1412.48,0,19068.48,Credit Card,50/50,In Production,2687 Commerce Dr,Minneapolis,OR,69195,Direct Sales,Chris Patel
ORD100062,CUST10029,2024-11-03,42202,0,3376.16,0,45578.16,Financing,Net 30,Completed,8360 Commerce Blvd,Boston,OR,39487,Phone,Jessica Martinez
ORD100063,CUST10328,2024-08-18,30814,0,2465.12,0,33279.12,Credit Card,Net 30,Completed,9770 Tech Parkway,Austin,CO,91122,Online,Chris Patel
ORD100064,CUST10392,2023-06-04,12778,0,1022.24,0,13800.24,Purchase Order,Prepaid,Completed,5376 Industrial Blvd,Seattle,MA,35733,Direct Sales,David Martinez
ORD100065,CUST10166,2023-10-06,162467,16246,12997.36,0,159218.36,Purchase Order,Net 30,Cancelled,9735 Tech Way,Chicago,MN,40110,Partner,David Martinez
ORD100066,CUST10422,2024-01-12,1468,0,117.44,499,2084.44,Credit Card,Prepaid,Shipped,8326 Tech Dr,Detroit,CO,35222,Partner,Jessica Martinez
ORD100067,CUST10121,2024-12-24,93871,9387,7509.68,0,91993.68,Financing,50/50,Completed,1428 Industrial Blvd,Chicago,MA,20230,Direct Sales,Jessica Martinez
ORD100068,CUST10355,2023-03-23,133271,13327,10661.68,0,130605.68,Credit Card,Prepaid,Completed,8722 Business Dr,Portland,CO,66871,Phone,Jessica Martinez
ORD100069,CUST10434,2024-03-28,76038,3801,6083.04,0,78320.04,Financing,Net 30,Shipped,5228 Manufacturing Way,Denver,OR,55942,Direct Sales,Jessica Martinez
ORD100070,CUST10034,2024-03-14,26641,0,2131.28,0,28772.28,Purchase Order,50/50,Completed,3570 Commerce Way,Seattle,OR,55812,Online,Chris Patel
ORD100071,CUST10405,2024-07-04,153064,15306,12245.12,0,150003.12,Purchase Order,Net 30,Shipped,4691 Tech Blvd,Chicago,IL,66747,Direct Sales,Jessica Martinez
ORD100072,CUST10483,2023-10-13,166400,8320,13312.0,0,171392.0,Credit Card,Net 60,Cancelled,7507 Manufacturing Dr,Boston,IL,40408,Direct Sales,Jessica Martinez
ORD100073,CUST10450,2023-12-30,88643,8864,7091.44,0,86870.44,Financing,Net 30,Completed,1163 Commerce Parkway,Detroit,CO,91930,Direct Sales,Jessica Martinez
ORD100074,CUST10453,2023-11-30,75965,3798,6077.2,0,78244.2,Wire Transfer,Financing 24mo,Cancelled,6490 Business Dr,Detroit,IL,74707,Direct Sales,Jessica Martinez
ORD100075,CUST10133,2024-12-11,119017,5950,9521.36,0,122588.36,Financing,Financing 24mo,Shipped,1420 Tech Blvd,Denver,TX,42439,Partner,Jessica Martinez
ORD100076,CUST10120,2024-04-25,89197,4459,7135.76,0,91873.76,Purchase Order,Financing 24mo,Shipped,2836 Business Way,Detroit,IL,32127,Partner,David Martinez
ORD100077,CUST10351,2024-04-17,133362,13336,10668.96,0,130694.95999999999,Financing,50/50,Shipped,533 Commerce Dr,Seattle,CO,13098,Direct Sales,Chris Patel
ORD100078,CUST10254,2024-05-07,57537,2876,4602.96,0,59263.96,Credit Card,50/50,Completed,3738 Tech Parkway,Denver,MI,69656,Online,Jessica Martinez
ORD100079,CUST10182,2024-05-01,29253,0,2340.24,0,31593.239999999998,Wire Transfer,Net 30,Completed,6926 Commerce Way,Minneapolis,MI,22411,Direct Sales,David Martinez
ORD100080,CUST10175,2023-07-07,100828,10082,8066.24,0,98812.24,Credit Card,Net 30,In Production,3398 Tech Parkway,Chicago,MI,63584,Online,Chris Patel
ORD100081,CUST10358,2023-01-18,69242,6924,5539.36,0,67857.36,Financing,Net 30,Completed,8684 Manufacturing Dr,Austin,MA,36495,Direct Sales,David Martinez
ORD100082,CUST10190,2023-10-07,9360,0,748.8,60,10168.8,Wire Transfer,Net 60,Cancelled,7203 Tech Parkway,Minneapolis,WA,22995,Phone,Jessica Martinez
ORD100083,CUST10331,2024-12-03,118031,11803,9442.48,0,115670.48,Wire Transfer,Net 60,Completed,6202 Manufacturing Blvd,Detroit,IL,76083,Online,Chris Patel
ORD100084,CUST10486,2024-05-24,90009,4500,7200.72,0,92709.72,Financing,Financing 24mo,Completed,9772 Business Parkway,Denver,MA,77568,Partner,Jessica Martinez
ORD100085,CUST10097,2023-12-01,85998,8599,6879.84,0,84278.84,Wire Transfer,50/50,Completed,5226 Business Dr,Seattle,MN,32012,Phone,Chris Patel
ORD100086,CUST10239,2024-12-05,42859,0,3428.72,0,46287.72,Purchase Order,Financing 24mo,In Production,9464 Industrial Dr,Chicago,TX,47631,Partner,Chris Patel
ORD100087,CUST10393,2024-10-15,157685,15768,12614.8,0,154531.8,Credit Card,Net 60,Completed,1737 Tech Way,Austin,MA,47338,Direct Sales,Jessica Martinez
ORD100088,CUST10291,2024-11-24,4988,0,399.04,315,5702.04,Wire Transfer,Prepaid,Completed,4639 Manufacturing Blvd,Chicago,MN,54026,Phone,Jessica Martinez
ORD100089,CUST10050,2024-07-21,47387,0,3790.96,0,51177.96,Purchase Order,Net 30,Completed,2831 Manufacturing Blvd,Austin,MA,69433,Partner,Jessica Martinez
ORD100090,CUST10329,2024-04-09,54426,5442,4354.08,0,53338.08,Financing,Prepaid,Completed,8288 Manufacturing Blvd,Chicago,TX,30050,Online,David Martinez
ORD100091,CUST10316,2024-05-29,31264,0,2501.12,0,33765.12,Wire Transfer,Prepaid,In Production,769 Industrial Dr,Boston,WA,93276,Online,Jessica Martinez
ORD100092,CUST10091,2023-09-07,80603,4030,6448.24,0,83021.24,Credit Card,Financing 24mo,Completed,5742 Manufacturing Dr,Boston,OR,76024,Direct Sales,Chris Patel
ORD100093,CUST10236,2024-05-16,37665,0,3013.2,0,40678.2,Purchase Order,Net 60,Shipped,1341 Manufacturing Dr,Austin,MN,40092,Partner,Chris Patel
ORD100094,CUST10444,2023-12-06,32449,0,2595.92,0,35044.92,Wire Transfer,Prepaid,Completed,8621 Business Way,Denver,MN,42508,Direct Sales,Jessica Martinez
ORD100095,CUST10479,2024-07-19,136279,6813,10902.32,0,140368.32,Purchase Order,Prepaid,Completed,8917 Business Blvd,Seattle,IL,32764,Phone,David Martinez
ORD100096,CUST10387,2023-05-24,123199,6159,9855.92,0,126895.92,Financing,Financing 24mo,Completed,7663 Industrial Parkway,Detroit,WA,64038,Online,Jessica Martinez
ORD100097,CUST10457,2023-01-13,97481,9748,7798.48,0,95531.48,Financing,Net 60,In Production,1140 Commerce Parkway,Seattle,MA,76458,Partner,Jessica Martinez
ORD100098,CUST10182,2024-10-05,3702,0,296.16,482,4480.16,Wire Transfer,Net 60,Completed,6926 Commerce Way,Minneapolis,MI,22411,Online,Jessica Martinez
ORD100099,CUST10239,2024-03-28,36996,0,2959.68,0,39955.68,Purchase Order,Net 60,Completed,9464 Industrial Dr,Chicago,TX,47631,Phone,Chris Patel
ORD100100,CUST10182,2023-09-14,44598,0,3567.84,0,48165.84,Financing,Net 60,Shipped,6926 Commerce Way,Minneapolis,MI,22411,Direct Sales,Jessica Martinez
ORD100101,CUST10000,2023-09-17,63772,3188,5101.76,0,65685.76,Purchase Order,Net 30,In Production,842 Industrial Parkway,Denver,OR,75627,Phone,Chris Patel
ORD100102,CUST10323,2024-12-29,10748,0,859.84,0,11607.84,Credit Card,Net 60,Cancelled,9113 Commerce Blvd,Chicago,MN,64734,Partner,David Martinez
ORD100103,CUST10114,2023-06-20,13435,0,1074.8,0,14509.8,Financing,Financing 24mo,Cancelled,2138 Tech Way,Seattle,OR,17401,Direct Sales,Chris Patel
ORD100104,CUST10161,2023-09-08,61461,6146,4916.88,0,60231.88,Financing,Prepaid,Cancelled,9524 Manufacturing Way,Portland,CO,45559,Direct Sales,Chris Patel
ORD100105,CUST10150,2024-12-11,162314,8115,12985.12,0,167184.12,Credit Card,50/50,Completed,9222 Manufacturing Parkway,Chicago,MA,27414,Partner,David Martinez
ORD100106,CUST10472,2024-04-21,47975,0,3838.0,0,51813.0,Purchase Order,Prepaid,Cancelled,7849 Tech Dr,Detroit,CO,21557,Partner,Jessica Martinez
ORD100107,CUST10343,2023-03-20,53311,2665,4264.88,0,54910.88,Credit Card,Financing 24mo,Completed,9530 Tech Parkway,Boston,MA,44198,Online,David Martinez
ORD100108,CUST10089,2023-02-11,73958,7395,5916.64,0,72479.64,Credit Card,Prepaid,Shipped,3739 Tech Parkway,Denver,MA,66471,Partner,Chris Patel
ORD100109,CUST10160,2023-02-11,39880,0,3190.4,0,43070.4,Financing,Financing 24mo,Completed,441 Industrial Parkway,Boston,MA,32039,Partner,Chris Patel
ORD100110,CUST10305,2024-03-05,156753,7837,12540.24,0,161456.24,Credit Card,Net 30,Completed,9854 Commerce Blvd,Detroit,OR,91487,Partner,Chris Patel
ORD100111,CUST10408,2024-05-12,50110,5011,4008.8,0,49107.8,Wire Transfer,Prepaid,In Production,7751 Business Blvd,Denver,IL,32573,Direct Sales,Chris Patel
ORD100112,CUST10392,2023-02-01,70576,3528,5646.08,0,72694.08,Wire Transfer,Prepaid,Cancelled,5376 Industrial Blvd,Seattle,MA,35733,Direct Sales,Chris Patel
ORD100113,CUST10036,2024-10-28,119831,5991,9586.48,0,123426.48,Credit Card,Net 60,Completed,3632 Commerce Way,Austin,WA,42898,Partner,David Martinez
ORD100114,CUST10199,2023-02-15,154669,7733,12373.52,0,159309.52,Purchase Order,Prepaid,Completed,8667 Business Parkway,Boston,MA,78147,Phone,Chris Patel
ORD100115,CUST10189,2023-09-01,91194,4559,7295.52,0,93930.52,Credit Card,Net 60,Completed,7268 Business Way,Seattle,CO,77108,Online,Chris Patel
ORD100116,CUST10202,2023-04-18,137992,13799,11039.36,0,135232.36,Financing,Prepaid,In Production,1581 Commerce Dr,Detroit,CO,75697,Phone,Jessica Martinez
ORD100117,CUST10186,2023-06-25,150841,15084,12067.28,0,147824.28,Purchase Order,50/50,Completed,8675 Manufacturing Parkway,Portland,MI,62005,Direct Sales,Chris Patel
ORD100118,CUST10265,2024-05-27,44467,0,3557.36,0,48024.36,Wire Transfer,Financing 24mo,Cancelled,8231 Manufacturing Dr,Chicago,WA,96146,Partner,Jessica Martinez
ORD100119,CUST10148,2023-07-10,3438,0,275.04,360,4073.04,Purchase Order,Prepaid,Completed,7394 Industrial Way,Austin,MN,85331,Online,Jessica Martinez
ORD100120,CUST10243,2023-10-21,177923,8896,14233.84,0,183260.84,Financing,Financing 24mo,In Production,8297 Manufacturing Dr,Austin,MI,18473,Phone,David Martinez
ORD100121,CUST10370,2024-06-12,129948,12994,10395.84,0,127349.84,Credit Card,Financing 24mo,Shipped,6513 Industrial Dr,Portland,WA,15525,Direct Sales,Chris Patel
ORD100122,CUST10218,2023-11-05,48154,0,3852.32,0,52006.32,Financing,Prepaid,Cancelled,8254 Business Blvd,Boston,MA,23240,Online,Jessica Martinez
ORD100123,CUST10037,2024-07-20,161190,8059,12895.2,0,166026.2,Financing,50/50,In Production,6157 Manufacturing Parkway,Boston,CO,65253,Partner,David Martinez
ORD100124,CUST10478,2023-01-12,82706,8270,6616.48,0,81052.48,Credit Card,Net 60,Completed,5351 Tech Blvd,Detroit,TX,43511,Phone,Jessica Martinez
ORD100125,CUST10459,2024-07-30,122568,6128,9805.44,0,126245.44,Purchase Order,50/50,Shipped,2342 Industrial Parkway,Denver,CO,27951,Phone,David Martinez
ORD100126,CUST10475,2024-02-23,1468,0,117.44,463,2048.44,Purchase Order,Net 30,Completed,9561 Business Dr,Minneapolis,CO,69786,Partner,Jessica Martinez
ORD100127,CUST10013,2023-08-24,2936,0,234.88,481,3651.88,Wire Transfer,50/50,Shipped,1083 Manufacturing Dr,Boston,TX,66911,Online,David Martinez
ORD100128,CUST10182,2023-07-07,156355,15635,12508.4,0,153228.4,Purchase Order,50/50,In Production,6926 Commerce Way,Minneapolis,MI,22411,Phone,Chris Patel
ORD100129,CUST10203,2023-10-07,94760,4738,7580.8,0,97602.8,Purchase Order,Prepaid,Cancelled,2135 Commerce Parkway,Denver,IL,12967,Direct Sales,Chris Patel
ORD100130,CUST10018,2023-06-26,148579,7428,11886.32,0,153037.32,Purchase Order,Prepaid,Completed,8463 Industrial Dr,Minneapolis,TX,48721,Partner,Jessica Martinez
ORD100131,CUST10356,2024-08-15,175649,8782,14051.92,0,180918.92,Wire Transfer,50/50,Completed,7892 Manufacturing Way,Austin,OR,96568,Partner,Chris Patel
ORD100132,CUST10139,2024-08-22,10555,0,844.4,0,11399.4,Wire Transfer,50/50,Shipped,933 Business Blvd,Seattle,WA,88283,Online,Jessica Martinez
ORD100133,CUST10144,2023-02-27,55904,5590,4472.32,0,54786.32,Purchase Order,Prepaid,In Production,8022 Business Parkway,Seattle,WA,24361,Phone,David Martinez
ORD100134,CUST10365,2024-04-13,46324,0,3705.92,0,50029.92,Purchase Order,Net 30,Completed,1159 Business Parkway,Boston,MA,11904,Direct Sales,David Martinez
ORD100135,CUST10415,2024-04-02,18747,0,1499.76,0,20246.76,Purchase Order,Net 30,Completed,3176 Commerce Parkway,Detroit,IL,60785,Direct Sales,David Martinez
ORD100136,CUST10031,2024-02-20,38685,0,3094.8,0,41779.8,Purchase Order,Prepaid,Completed,232 Industrial Dr,Detroit,MA,67054,Direct Sales,David Martinez
ORD100137,CUST10482,2023-07-29,40774,0,3261.92,0,44035.92,Wire Transfer,Financing 24mo,Completed,8075 Commerce Way,Seattle,CO,94301,Partner,Jessica Martinez
ORD100138,CUST10329,2024-08-22,66081,6608,5286.48,0,64759.479999999996,Purchase Order,Net 30,Completed,8288 Manufacturing Blvd,Chicago,TX,30050,Direct Sales,David Martinez
ORD100139,CUST10023,2024-12-25,93245,4662,7459.6,0,96042.6,Purchase Order,Net 30,Completed,1686 Manufacturing Dr,Chicago,IL,10077,Online,David Martinez
ORD100140,CUST10178,2023-05-02,169393,8469,13551.44,0,174475.44,Purchase Order,Net 30,Cancelled,2597 Tech Blvd,Austin,WA,48599,Direct Sales,Chris Patel
ORD100141,CUST10103,2023-06-03,125183,12518,10014.64,0,122679.64,Financing,Prepaid,Completed,6065 Business Dr,Minneapolis,MN,17622,Partner,David Martinez
ORD100142,CUST10475,2023-02-24,57126,2856,4570.08,0,58840.08,Financing,Prepaid,In Production,9561 Business Dr,Minneapolis,CO,69786,Direct Sales,Chris Patel
ORD100143,CUST10000,2024-04-06,48154,0,3852.32,0,52006.32,Wire Transfer,Financing 24mo,Shipped,842 Industrial Parkway,Denver,OR,75627,Direct Sales,David Martinez
ORD100144,CUST10358,2023-07-29,166036,8301,13282.88,0,171017.88,Wire Transfer,Net 30,Cancelled,8684 Manufacturing Dr,Austin,MA,36495,Partner,David Martinez
ORD100145,CUST10326,2024-02-23,71944,3597,5755.52,0,74102.52,Purchase Order,Financing 24mo,Shipped,8689 Tech Dr,Chicago,MI,55149,Phone,Jessica Martinez
ORD100146,CUST10477,2024-04-04,19131,0,1530.48,0,20661.48,Purchase Order,Prepaid,In Production,6866 Tech Dr,Seattle,MI,33991,Direct Sales,Jessica Martinez
ORD100147,CUST10022,2023-09-04,53920,2696,4313.6,0,55537.6,Credit Card,Prepaid,Cancelled,7369 Business Way,Minneapolis,WA,61366,Phone,Chris Patel
ORD100148,CUST10344,2024-06-13,20619,0,1649.52,0,22268.52,Financing,Net 30,Cancelled,7615 Commerce Dr,Portland,TX,19133,Phone,Chris Patel
ORD100149,CUST10144,2023-01-11,87542,8754,7003.36,0,85791.36,Financing,Financing 24mo,Completed,8022 Business Parkway,Seattle,WA,24361,Direct Sales,David Martinez
ORD100150,CUST10164,2023-06-23,188685,9434,15094.8,0,194345.8,Wire Transfer,Financing 24mo,Shipped,6121 Commerce Dr,Minneapolis,IL,73636,Online,David Martinez
ORD100151,CUST10354,2024-06-11,68228,3411,5458.24,0,70275.24,Wire Transfer,Financing 24mo,Shipped,3724 Industrial Parkway,Seattle,MA,68344,Partner,David Martinez
ORD100152,CUST10319,2024-07-09,96129,4806,7690.32,0,99013.32,Purchase Order,Prepaid,Completed,6251 Business Dr,Portland,CO,24706,Direct Sales,David Martinez
ORD100153,CUST10272,2024-01-20,112438,11243,8995.04,0,110190.04000000001,Purchase Order,Net 60,Completed,4060 Tech Dr,Detroit,TX,22766,Direct Sales,David Martinez
ORD100154,CUST10126,2024-12-10,141191,14119,11295.28,0,138367.28,Purchase Order,50/50,Completed,570 Commerce Dr,Chicago,MA,86841,Direct Sales,Chris Patel
ORD100155,CUST10326,2023-12-13,80228,4011,6418.24,0,82635.24,Credit Card,50/50,Completed,8689 Tech Dr,Chicago,MI,55149,Direct Sales,Chris Patel
ORD100156,CUST10462,2024-05-11,63994,3199,5119.52,0,65914.52,Credit Card,Prepaid,Completed,8456 Industrial Blvd,Boston,TX,47297,Online,Chris Patel
ORD100157,CUST10384,2023-05-21,75104,3755,6008.32,0,77357.32,Financing,Financing 24mo,Cancelled,6671 Commerce Parkway,Seattle,OR,65816,Direct Sales,David Martinez
